Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Year,Month,Week,DayOfWeek,IsWeekend,Sales_Lag_1,Sales_Lag_4,Rolling_Mean_4
0,2010-03-05,1554806.68,0,-0.8198239198457848,-1.6710101231826813,1.007249850043643,0.06647530002777743,2010,3,9,4,0,0.644006144175993,1.0542648218590476,0.9585792740903998
0,2010-03-12,1439541.59,0,-0.19717607252470395,-1.5777804610501718,1.0080243839470564,0.06647530002777743,2010,3,10,4,0,0.9011709002836149,1.0511988727270694,0.9183728009305949
0,2010-03-19,1472515.79,0,-0.37420880856550737,-1.4601335064543846,1.0038340818853815,0.06647530002777743,2010,3,11,4,0,0.6968539393930202,0.9981572240445722,0.8268106829287273
0,2010-03-26,1404429.92,0,-0.5468295138015552,-1.4334964601308102,0.9988163058931312,0.06647530002777743,2010,3,12,4,0,0.7553034520060642,0.640456826745656,0.7637298754069776
0,2010-04-02,1594968.28,0,0.049897652541588774,-1.4623532603146832,0.9937985324403356,-0.09238908368334106,2010,4,13,4,0,0.6346155833895372,0.8970564079610837,0.761333492486989
0,2010-04-09,1545418.53,0,0.24788753490497922,-1.3491458134394922,0.9887807589875399,-0.09238908368334106,2010,4,14,4,0,0.972360677314143,0.6931884775600963,0.7795004549968113
0,2010-04-16,1466058.28,0,0.27325671203232144,-1.264795166748174,0.9853738916205296,-0.09238908368334106,2010,4,15,4,0,0.8845296234114499,0.7515095347911126,0.8273935269768794
0,2010-04-23,1391256.12,0,0.19163414214435034,-1.2936519669320459,0.9841149007275358,-0.09238908368334106,2010,4,16,4,0,0.7438569783328937,0.6310869037373329,0.8244724943965839
0,2010-04-30,1425100.71,0,0.3333706317471115,-1.326948274836514,0.9828559098345414,-0.09238908368334106,2010,4,17,4,0,0.6112639269653719,0.9680897301368814,0.8185133709873598
0,2010-05-07,1603955.12,0,0.6168436109526346,-1.2048618125201316,0.9815969189415478,-0.09238908368334106,2010,5,18,4,0,0.6712562782608785,0.8804517038759698,0.7416743562114385
0,2010-05-14,1494251.5,0,0.7398289696351867,-1.1626864891744721,0.9815323583663785,-0.09238908368334106,2010,5,19,4,0,0.9882905988264591,0.7400882172070662,0.7681531826521893
0,2010-05-21,1399662.07,0,0.8313786088338574,-1.224839597262812,0.9886343847770719,-0.09238908368334106,2010,5,20,4,0,0.7938318061677562,0.6077865676033265,0.7809062893703274
0,2010-05-28,1432069.95,0,1.0519801490716185,-1.3735631059027689,0.99573640864831,-0.09238908368334106,2010,5,21,4,0,0.6261641726286363,0.667647072796789,0.7847086921259309
0,2010-06-04,1615524.71,0,1.0657677453364787,-1.4934298143588527,1.002838432519548,-0.09238908368334106,2010,6,22,4,0,0.6836098359297024,0.9839846422186299,0.787861204022916
0,2010-06-11,1542561.09,0,1.0514286452210246,-1.5755607071898732,1.0099404589302416,-0.09238908368334106,2010,6,23,4,0,1.0087986595719127,0.7899532146034134,0.7930946685209442
0,2010-06-18,1503284.06,0,1.2543820622397646,-1.644373076859107,1.0098814623019001,-0.09238908368334106,2010,6,24,4,0,0.8794645733019396,0.622654066770283,0.8149473464619349
0,2010-06-25,1422711.6,0,1.267066650803436,-1.6088570150943413,1.0069580589974,-0.09238908368334106,2010,6,25,4,0,0.8098427701835043,0.6799734808642081,0.8618203995156772
0,2010-07-02,1492418.14,0,1.0779008300495554,-1.5733409533295755,1.004034655692901,-0.103584224817346,2010,7,26,4,0,0.6670213820365898,1.0044476320873572,0.8575871818748514
0,2010-07-09,1546074.18,0,1.0541861644739965,-1.633274307557618,1.0011112523884012,-0.103584224817346,2010,7,27,4,0,0.79058202305113,0.8753977853040502,0.8019003456456466
0,2010-07-16,1448938.92,0,1.2014376925827022,-1.6754496309032765,1.000907369670468,-0.103584224817346,2010,7,28,4,0,0.8856918175797615,0.8059289910802526,0.8034894799013443
0,2010-07-23,1385065.2,0,1.2130192734451843,-1.7087459388077446,1.0043295118618363,-0.103584224817346,2010,7,29,4,0,0.7135114885788663,0.663421483668283,0.7789066415440318
0,2010-07-30,1371986.6,0,1.1291906881548353,-1.6377138152782131,1.0077516540532045,-0.103584224817346,2010,7,30,4,0,0.600290006244737,0.786710573584524,0.7618774211586441
0,2010-08-06,1605491.78,0,1.4225907366710573,-1.666570615462086,1.0111737962445722,-0.103584224817346,2010,8,31,4,0,0.577107099740229,0.8816113438724977,0.7074006256081641
0,2010-08-13,1508237.76,0,1.413766675061547,-1.5222866145427245,1.0145959409753957,-0.103584224817346,2010,8,32,4,0,0.9910144565107079,0.7098094181969802,0.7342779739116087
0,2010-08-20,1513080.49,0,1.3944640402907433,-1.5844397226310645,1.0136802692185927,-0.103584224817346,2010,8,33,4,0,0.8186236155302067,0.5968367644350115,0.7611016015349092
0,2010-08-27,1449142.92,0,1.3155989896557432,-1.6843286463444678,1.0127646000012442,-0.103584224817346,2010,8,34,4,0,0.8272077573203507,0.5737048073563997,0.8190088804808189
0,2010-09-03,1540163.53,0,1.0944459455673874,-1.7775583084769784,1.0118489307838965,-0.103584224817346,2010,9,35,4,0,0.7138730955495604,0.9867025136394562,0.8539102781551109
0,2010-09-10,1507460.69,1,0.955466975217598,-1.8041953548005527,1.0109332615665478,-0.103584224817346,2010,9,36,4,0,0.8752146987496978,0.814690538629709,0.8243592675235054
0,2010-09-17,1430378.67,0,1.144081292120884,-1.7664595391754894,1.0116257558231296,-0.103584224817346,2010,9,37,4,0,0.8172461943110043,0.8232558149210021,0.8240077625646012
0,2010-09-24,1351791.03,0,1.0795553416013388,-1.6732298770429788,1.0135243796686617,-0.103584224817346,2010,9,38,4,0,0.6806119014326656,0.7101702304585401,0.7865978769167671
0,2010-10-01,1453329.5,0,0.5804443568134042,-1.7198447081092336,1.015423000974738,-0.07639602492047665,2010,10,39,4,0,0.5413087718522858,0.87115725076569,0.7425610821702838
0,2010-10-08,1508239.93,0,0.14144729174025947,-1.6532520923002985,1.0173216222808141,-0.07639602492047665,2010,10,40,4,0,0.721294156879798,0.8133161445900504,0.7032820054505615
0,2010-10-15,1459409.1,0,0.3206860431834408,-1.4601335064543846,1.019022783151718,-0.07639602492047665,2010,10,41,4,0,0.8186274620357281,0.6769821349733699,0.7036344920015491
0,2010-10-22,1345454.0,0,0.4684890751427404,-1.4490347371528955,1.0202302967438723,-0.07639602492047665,2010,10,42,4,0,0.7320707536397579,0.5379851539976223,0.7167663078020658
0,2010-10-29,1384209.22,0,0.45635599042966357,-1.4690125218955759,1.0214378103360267,-0.07639602492047665,2010,10,43,4,0,0.5300758590018075,0.717574982409527,0.7138997739380364
0,2010-11-05,1551659.28,0,-0.14478320671823552,-1.5289458761236183,1.0226453239281807,-0.07639602492047665,2010,11,44,4,0,0.5987727104860375,0.8146943766817069,0.6826334514949954
0,2010-11-12,1494479.49,0,-0.0968023717165226,-1.4423754755720017,1.023852837520335,-0.07639602492047665,2010,11,45,4,0,0.8955918719524261,0.7283278952790339,0.7022740460841267
0,2010-11-19,1483784.18,0,-0.5490355292039332,-1.3469260595791945,1.0209509941923602,-0.07639602492047665,2010,11,46,4,0,0.7942359374091706,0.526776927890403,0.7181380171493945
0,2010-11-26,1955624.11,1,0.17398601892532906,-1.4268371985499173,1.0173642571978778,-0.07639602492047665,2010,11,47,4,0,0.7752776106947873,0.5953228032602566,0.7807112013362042
0,2010-12-03,1548033.78,0,-0.667057353231135,-1.4867705527779589,1.0137775227428514,-0.07639602492047665,2010,12,48,4,0,1.6116531388311133,0.8914896407452333,1.0391887740470593
0,2010-12-10,1682614.26,0,-0.8291994853058897,-1.1871037816377488,1.0101907857483696,-0.07639602492047665,2010,12,49,4,0,0.8891653715982525,0.7903564576794577,1.0375487915120167
0,2010-12-17,1891034.93,0,-0.635621633747254,-1.129390181270004,1.0086508549021473,-0.07639602492047665,2010,12,50,4,0,1.1277204681049007,0.771439795967772,1.1226509117807328
0,2010-12-24,2387950.2,0,-0.498297174949248,-1.0916543656449407,1.008646024857936,-0.07639602492047665,2010,12,51,4,0,1.4971634441280974,1.605977208896933,1.3068693967849918
0,2010-12-31,1367320.01,1,-0.7133836766810651,-0.9651283956079632,1.0086411973531808,-0.07639602492047665,2010,12,52,4,0,2.3779870984238562,0.8850772640085406,1.5024306261445814
0,2011-01-07,1444732.28,0,-0.7222077382905753,-0.8918765182181341,1.0086363673089702,-0.12757381296164239,2011,1,1,4,0,0.5688351807531146,1.1231080843546792,1.4206853698649846
0,2011-01-14,1391013.96,0,-1.4319931940055721,-0.8763382411960489,1.009973873084672,-0.12757381296164239,2011,1,2,4,0,0.7060548692298441,1.4917391299356717,1.3130802691612695
0,2011-01-21,1327405.42,0,-0.955493867092008,-0.8030863638062198,1.0193653734642023,-0.12757381296164239,2011,1,3,4,0,0.6108346782201595,2.3706269847020023,1.0868974921774093
0,2011-01-28,1316899.31,0,-0.9670754479544905,-0.8164048869680074,1.0287568738437334,-0.12757381296164239,2011,1,4,4,0,0.49808324949626864,0.5654510676913375,0.6071636853009936
0,2011-02-04,1606629.58,0,-1.0531100486472171,-0.8630197180342621,1.0381483767627204,-0.12757381296164239,2011,2,5,4,0,0.47946029552137254,0.7023691863736069,0.5843560539661115
0,2011-02-11,1649614.93,1,-1.377394312796726,-0.7897678406444332,1.0475398771422515,-0.12757381296164239,2011,2,6,4,0,0.9930313016639223,0.607358262224604,0.6575897443455153
0,2011-02-18,1686842.78,0,-0.22089073810026327,-0.7387135018575821,1.055442172297595,-0.12757381296164239,2011,2,7,4,0,1.0692264104763,0.49485462902891186,0.7745670093696606
0,2011-02-25,1456800.28,0,0.08464239512903592,-0.694318424651625,1.0627487873948278,-0.12757381296164239,2011,2,8,4,0,1.1352158715741134,0.47627260300294777,0.937157270807191
0,2011-03-04,1636263.41,0,-0.09845688326830587,-0.1993133138052036,1.0700554024920614,-0.12757381296164239,2011,3,9,4,0,0.7274464031628649,0.9887149263414309,1.0004409964824077
0,2011-03-11,1553191.63,0,-0.4304622013261362,0.18026459630573025,1.0773620175892942,-0.12757381296164239,2011,3,10,4,0,1.045559730567665,1.0647425800053638,1.0138457582108367
0,2011-03-18,1576818.06,0,0.07692134122071424,0.24463745825436786,1.0837526841290828,-0.12757381296164239,2011,3,11,4,0,0.8983080898031272,1.1305870150617927,0.9702290079774452
0,2011-03-25,1541102.38,0,0.47455561749927877,0.21134115034989975,1.0897769707380032,-0.12757381296164239,2011,3,12,4,0,0.9401879024532055,0.7237137078074523,0.9204597018891997
0,2011-04-01,1495064.75,0,-0.1210685411426762,0.3245485972250907,1.0958012573469227,-0.15955993048737072,2011,4,13,4,0,0.8768788884773258,1.0411279127187865,0.9585934687261606
0,2011-04-08,1614259.35,0,0.35708529732267125,0.5420844755342803,1.1018255439558422,-0.15955993048737072,2011,4,14,4,0,0.7952733594467609,0.8941998891226901,0.8947227374142318
0,2011-04-15,1559889.0,0,0.546251118076551,0.8106746926303208,1.1073478995824295,-0.15955993048737072,2011,4,15,4,0,1.0065557037070234,0.9359876618721309,0.9223465118604771
0,2011-04-22,1564819.81,0,0.6411097803787883,0.9527389396893836,1.1116154341018245,-0.15955993048737072,2011,4,16,4,0,0.9101797352801738,0.8728177830782656,0.9146887094236587
0,2011-04-29,1455090.69,0,0.5881654107217259,0.9593982012702774,1.1158829660817635,-0.15955993048737072,2011,4,17,4,0,0.9189200061976647,0.7913915997588721,0.925417207831076
0,2011-05-06,1629391.28,0,0.17894955358067885,1.1724945718588717,1.1201504980617032,-0.15955993048737072,2011,5,18,4,0,0.724416012667625,1.0022096056006544,0.9073350783993451
0,2011-05-13,1604775.58,0,0.7872583007863053,1.1569562948367864,1.1244180300416422,-0.15955993048737072,2011,5,19,4,0,1.0333783084523909,0.9060454441040786,0.9141799552222623
0,2011-05-20,1428218.27,0,0.34550371646018835,1.1747143257191692,1.1185739203342997,-0.15955993048737072,2011,5,20,4,0,0.9897449324302613,0.914766506395363,0.9344842462877115
0,2011-05-27,1466046.67,0,0.9019711017099411,0.9061241086231289,1.1127298106269572,-0.15955993048737072,2011,5,21,4,0,0.6767824127096878,0.7206899772474515,0.8726930064973644
0,2011-06-03,1635078.41,0,1.193165134823786,0.713005522777215,1.1068856983801594,-0.15955993048737072,2011,6,22,4,0,0.7438363986420613,1.0289732618999954,0.8776489066088727
0,2011-06-10,1588948.32,0,1.2003346848815128,0.599798075902025,1.1010415886728169,-0.15955993048737072,2011,6,23,4,0,1.043459219487898,0.9854357796113721,0.8802214604289019
0,2011-06-17,1532114.86,0,1.381227947876477,0.5753807834387483,1.0998870684363886,-0.15955993048737072,2011,6,24,4,0,0.9616897974156157,0.6731610623759489,0.8730620534567394
0,2011-06-24,1438830.15,0,1.225152358158261,0.4799313674459402,1.1022497422077373,-0.15955993048737072,2011,6,25,4,0,0.8609477616084411,0.7400676827445332,0.9200593208820507
0,2011-07-01,1488538.09,0,1.3337986167253584,0.3245485972250907,1.1046124159790862,-0.010291382033971154,2011,7,26,4,0,0.6955928528085561,1.0390320179641372,0.9077480210710914
